"체육시설일련번호","자치구","시설명","시설유형","시설우편번호","시설주소","시설상세주소","시설규모","운영기관","연락처","운영시간_평일","운영시간_주말","운영시간_공휴일","시설대관여부","시설사용료","주차정보","홈페이지","시설종류","시설운영상태","시설편의시설","비고"
"1426","중랑","중랑물재생센터 풋살경기장","공공체육시설","04809","서울특별시 성동구 자동차시장3길 64","","인조잔디 풋살장 1면 ","중랑물재생센터","02-2211-2517","09:00~18:00","09:00~18:00","체육시설 사용일 30일 전부터 3일 전까지 인터넷 예약 신청 후 심사 승인받은 후 이용","가능","","평일 : 10분 당 300원  주말 : 3시간 무료, 이후 10분 당 300원","","풋살장","운영","화장실",""
"1194","중랑","중랑스포츠클라이밍경기장","공공체육시설","","서울특별시 중랑구 용마산로 250-12","용마폭포공원 내","360,464㎡ / 리드벽 4면(17m×24m), 스피드벽 2면(15m×6m)","중랑구시설관리공단","070-4193-6108","10:00~22:00","10:00~20:00","동절기(11~3월)에는 2시간 단축 마감","가능","평일 : 성인 2,000원, 중고생 1,500원, 초등 1,000원 주말 및 공휴일 : 성인 3,000원, 중고생 2,000원, 초등 1,500원 * 강습, 대관, 조명료 별도","10분당 200원 / 1시간 1,200원 ","https://www.jungnangimc.or.kr/html/01150100","기타","운영","샤워실, 탈의실, 화장실",""
"1195","중랑","중랑워터파크","공공체육시설","02519","서울특별시 동대문구 장안벚꽃로 214","","야외 시설 (6,550㎡)","중랑구시설관리공단","02-3422-3400","10:00~17:30 ","하계 운영","매주 월요일 휴장","불가능","성인 : 4,000원, 청소년 : 3,000원, 어린이 : 2,000원, 유아","홈플러스 면목점 B동 주차 후, 매표소에서 주차권 발권 / 겸재로 2길 거주자 우선 주차 구역 이용 (36면) ","https://www.jungnang.go.kr/portal/main/contents.do?menuNo=201080","수영장","휴관","샤워실, 탈의실, 의무실, 화장실, 음수대, 매점 ",""
"1496","동대문","중랑천 제1 ? 4체육공원 게이트볼장","공공체육시설","02641","서울특별시 동대문구 장안벚꽃로 74","","게이트볼장 3면 (17m×22m)","동대문구시설관리공단","-","상시개방","상시개방","","불가능","","주차 불가","https://www.dfmc.kr:8443/course/sports/fmcs/182","게이트볼장","운영","화장실, 휴게시설","예약시스템 없음(상시 이용가능)"
"1614","중랑","중랑천 중랑구립 파크골프장","공공체육시설","02008","서울특별시 중랑구 동일로157길 75","중랑구 묵동 361-5","1~9홀 : 면적 8,248㎡, B=20~35m, L=320m 천연잔디 부대시설 : 관리동(조립식건물) 1동, 화장실 1개소        ","중랑구시설관리공단","070-8824-3599","하계(4월~9월) : 07:00~18:50 동계(10월~3월) : 08:00~16:50","하계(4월~9월) : 07:00~18:50 동계(10월~3월) : 08:00~16:50","매주 월요일 휴장,  신정, 설*추석 당일, 공단창립기념일(12.1) 휴장","불가능","20,000원 / 팀원중 중랑구민이 3명이상일 경우 50% 할인","주차불가","https://parkgolf.jungnangimc.or.kr","골프연습장","운영","",""
"1693","광진","중랑천 체육공원 게이트볼장","공공체육시설","04900","서울특별시 광진구 동일로 399","현재위치에서 도보5분","396㎡","광진구시설관리공단","02-3437-7234","연중무휴","연중무휴","","불가능","","주차불가","https://www.gwangjin.or.kr/web/main.do","게이트볼장","운영","",""
"1690","광진","중랑천 체육공원 농구장","공공체육시설","04900","서울특별시 광진구 동일로 399","현재위치에서 도보5분","농구장 2면","광진구시설관리공단","02-3437-7234","연중무휴","연중무휴","","불가능","","주차불가","https://www.gwangjin.or.kr/web/main.do","농구장","운영","",""
"1691","광진","중랑천 체육공원 배드민턴장","공공체육시설","04900","서울특별시 광진구 동일로 399","현재위치에서 도보5분","820㎡","광진구시설관리공단","02-3437-7234","연중무휴","연중무휴","","불가능","","주차불가","https://www.gwangjin.or.kr/web/main.do","배드민턴장","운영","",""
"1692","광진","중랑천 체육공원 족구장","공공체육시설","04900","서울특별시 광진구 동일로 399","현재위치에서 도보5분","족구장 1면","광진구시설관리공단","02-3437-7234","연중무휴","연중무휴","","불가능","","주차불가","https://www.gwangjin.or.kr/web/main.do","족구장","운영","",""
"1701","도봉","중랑천 파크골프장","공공체육시설","01318","서울특별시 도봉구 마들로 932","도봉구 도봉동 1-28","9홀 / 3,617㎡","도봉구 치수과","02-2091-4142","-","-","-","불가능","","","","골프연습장","운영","",""
"1059","노원","중랑천 파크골프장","공공체육시설","","서울특별시 노원구 월계동 230-10  ","중랑천유휴부지 월계동측","총 9홀 규모 (면적 7,347㎡)","노원구 체육도시과","02-2116-0845","09:00~18:00","09:00~18:00","12월~3월 (동절기) 휴장","불가능","무료","주차 불가","-","골프연습장","운영","장애인 화장실, 휴게실, 음수대, 파고라",""
"931","성동","중랑천변 국궁장 살곶이정","공공체육시설","","서울특별시 성동구 용답동 241-10","","4,255㎡","성동구청","010-8740-5939","09:00-18:00","-","09:00~18:00","불가능","입회비 : 200,000원 / 회비 :  20,000원","주차 불가","-","기타","운영","대기실, 화장실",""
"1058","노원","중랑천워터파크","공공체육시설","","서울특별시 노원구 상계동 770-6","","면적 3,375㎡","노원구서비스공단","02-2289-6854","10:00~18:00 ","10:00~18:00 ","하절기(7~8월)에만 운영","불가능","성인 : 4,000원, 청소년 : 3,000원, 어린이 : 2,000원","노원 마들스타디움 이용 수영장 이용 고객은 4시간에 3,000원","https://www.jungnangimc.or.kr/lecture/list/JUNGNANG12","수영장","휴관","매점",""
"827","중랑","중랑천제1체육공원 인라인스케이트장","공공체육시설","","서울특별시 동대문구 장안동","","18m×117m (면적 2,100m²)","중랑구시설관리공단","02-2094-0114","00:00~24:00","00:00~24:00","","불가능","무료","주차 불가","","기타","운영","-",""
"1495","동대문","중랑천제1체육공원 테니스장","공공체육시설","02641","서울특별시 동대문구 장안벚꽃로 74","","테니스코트 2면 (20m×67m)","동대문구시설관리공단","02-2247-9611~4","하절기 06:00~19:00, 동절기 06:00-17:00","하절기 06:00~19:00, 동절기 06:00-17:00","(연휴)신정, 구정, 추석 휴관","가능","2시간 이용 기준 평일 : 6,600원 / 주말 : 8,580원","주차 불가","https://www.dfmc.kr:8443/course/sports/fmcs/182","테니스장","운영","화장실, 휴게시설, 안전펜스","동대문구시설관리공단 홈페이지 예약 후 이용 (유료) "
"1104","동대문","중랑천제1체육공원 파크골프장","공공체육시설","02641","서울특별시 동대문구 장안벚꽃로 74","동대문구 장안동 204번지 일대","홀 9개 (20m×250m, 면적 6,125㎡)","동대문구시설관리공단","02-2247-9611~4","08:00~18:00, 매주 월요일 휴장","08:00~18:00","매년 12월~3월 휴장, (연휴)신정, 구정, 추석","가능","(3시간/4인 이용 기준) 성인 : 8,000원","주차 불가","https://www.dfmc.kr:8443/course/sports/fmcs/182","골프연습장","운영","화장실, 휴게시설, 안전펜스, 파라솔","동대문구시설관리공단 홈페이지 예약 후 이용 (유료)"
"1610","동대문","중랑천제2체육공원족구장","공공체육시설","02521","서울특별시 동대문구 중랑천서자전거길 688","서울 중랑구 면목동 727-24","18m × 38m (총 2코트)","동대문구시설관리공단","02-2247-9611~4","하절기 07:00~19:00, 동절기 08:00~18:00","하절기 07:00~19:00, 동절기 08:00~18:00","(연휴)신정, 구정, 추석 휴관","가능","","주차불가","https://www.dfmc.kr:8443/course/sports/fmcs/182","족구장","운영","화장실, 휴게시설, 안전펜스","동대문구시설관리공단 홈페이지 예약 후 이용 (무료)"
"1611","동대문","중랑천제3체육공원풋살장","공공체육시설","02512","서울특별시 동대문구 중랑천서자전거길 796","","면적 : 20m × 40m","동대문구시설관리공단","02-2247-9611~4","하절기 07:00~19:00, 동절기 08:00~18:00","하절기 07:00~19:00, 동절기 08:00~18:00","(연휴)신정, 구정, 추석","가능","2시간 이용 기준 평일 : 33,000원 / 주말(공휴일) : 42,900원","주차불가","https://www.dfmc.kr:8443/course/sports/fmcs/182","풋살장","운영","화장실, 휴게시설, 안전펜스","동대문구시설관리공단 홈페이지 예약 후 이용 (유료)"
"1612","동대문","중랑천제5체육공원풋살장","공공체육시설","02421","서울특별시 동대문구 한천로 472","서울 중랑구 중화동 345-2","20m × 40m","동대문구시설관리공단","02-2247-9611~4","하절기 07:00~19:00, 동절기 08:00~18:00","하절기 07:00~19:00, 동절기 08:00~18:00","(연휴)신정, 구정, 추석","가능","2시간 이용 기준 평일 : 33,000원 / 주말(공휴일) : 42,900원","주차불가","https://www.dfmc.kr:8443/course/sports/fmcs/182","풋살장","운영","화장실, 휴게시설, 안전펜스","동대문구시설관리공단 홈페이지 예약 후 이용 (유료)"
"1196","중랑","중랑청소년센터","공공체육시설","","서울특별시 중랑구 용마산로 217","","지하 1층, 지상 4층","중랑청소년센터","02-490-0114","07:00~22:00","토요일 06:00~22:00/ 일요일 및 공유일 09:00~18:00 ","","가능","운영 프로그램에 따라 이용 요금 상이","용마폭포공원 주차장 이용  (5분당 100원)","https://www.jjang.or.kr/","생활체육관","운영","식당, 카페, 빨래방, 옥외 정원","* 11/3(수) 기준, 헬스, 골프, 줌바댄스 이용 가능 대상 - 백신접종완료자, 음성확인서제출자 (18세 이하 및 예외소견서 소지자는 제외)"
"1197","중랑","중랑청소년센터 골프연습장","공공체육시설","","서울특별시 중랑구 용마산로 217","","7,347㎡","중랑청소년센터","02-490-0114","09:00~21:50 ","토요일 09:00~17:50 / 일요일 및 공유일 휴관 ","","불가능","운영 프로그램에 따라 이용 요금 상이","용마폭포공원 주차장 이용  (5분당 100원)","http://www.jjang.or.kr/jjang/","골프연습장","운영","식당, 카페, 빨래방, 옥외 정원",""
"1060","노원","중평중학교","학교체육시설","01776","서울특별시 노원구 동일로203길 87","","체육장 9,808㎡","중평중학교","02-977-3026","06:00~22:00","06:00~22:00","단, 학교 수업이 있는 시간은 제외","가능","체육관 : 15,000~60,000원 운동장 : 15,000~100,000원","주차 불가","https://jungpyong.sen.ms.kr/","중학교","휴관","샤워실, 탈의실, 창고",""
"1061","노원","중현초등학교","학교체육시설","01862","서울특별시 노원구 섬밭로 181","","체육장 7,768㎡","중현초등학교","02-979-8433","06:00~22:00","06:00~22:00","단, 학교 수업이 있는 시간은 제외","가능","(1시간 기준) 체육관 : 20,000~50,000원 운동장 : 20,000~50,000원","주차 불가","https://joonghyun.sen.es.kr/","초등학교","운영","샤워실, 탈의실",""
"1153","은평","증산동 풋살경기장","공공체육시설","03493","서울특별시 은평구 증산로5길 35-27","증산생활체육광장 내","18m×38m (684㎡)","은평구청","02-351-6554","09:00~22:00","09:00~22:00","","가능","무료","주차 무료 증산체육공원 내 주차장 이용  ","https://www.ep.go.kr/www/contents.do?key=1426","풋살장","운영","스탠드, 수돗가",""
"1152","은평","증산초등학교","학교체육시설","03493","서울특별시 은평구 증산서길 61","","체육장 3,200㎡","증산초등학교","02-373-6305","07:00~07:30, 18:00~19:00","토요일 07:00~07:30, 15:00~19:00","일요일 및 공휴일 09:00~19:00","가능","(1시간 기준) 체육관 : 15,000~60,000원 운동장 : 15,000~100,000원","주차 가능 1시간 당 2,000원","http://jeungsancho.sen.es.kr/index.do","초등학교","운영","-","운동장 미개방, 체육관 개방 (21.12.08 기준)"
"1154","은평","진관근린공원 게이트볼장","공공체육시설","03303","서울특별시 은평구 진관4로 78-49","","게이트볼장 1면","은평구청","02-351-8007","09:00~22:00","09:00~22:00","","불가능","무료","주차 불가","","게이트볼장","운영","벤치",""
"894","은평","진관동 풋살경기장","공공체육시설","","서울특별시 은평구 진관동 246-20 ","진관배수지 내","23.5m×40m (940㎡)","은평구청","02-351-6554","09:00~22:00","09:00~22:00","","가능","무료","주차 불가","https://www.ep.go.kr/www/contents.do?key=1426","풋살장","운영","벤치",""
"1080","도봉","창동문화체육센터","공공체육시설","","서울특별시 도봉구 노해로 69길 132","","지하 2층, 지상 5층","도봉구시설관리공단","02-901-5000","06:00~22:00","토요일 06:00~20:00, 일요일 10:00~18:00","매월 첫 째주, 셋 째주 일요일 및 공휴일 휴관","불가능","운영 프로그램 별 이용 요금 상이","주차 가능 (총 149면) 회원 : 3시간 무료 비회원 : 5분당 250원 (20분 내 회차 가능) 월 정기권 : 30,000원","http://www.dobongsiseol.or.kr/index_sport.html","생활체육관","운영","샤워실, 탈의실, 매점",""
"1081","도봉","창동문화체육센터 수영장","공공체육시설","","서울특별시 도봉구 노해로 69길 132 ","지하 2층","경영풀(수심 120cm) 6레인, 유아풀(수심 85cm)","도봉구시설관리공단","02-901-5000","06:00~22:00","토요일 06:00~20:00, 일요일 10:00~18:00 ","매월 첫 째주, 셋 째주 일요일 및 공휴일 휴관","불가능","운영 프로그램 별 이용 요금 상이","주차 가능 (총 149면) 회원 : 3시간 무료 비회원 : 5분당 250원 (20분 내 회차 가능) 월 정기권 : 30,000원","http://www.dobongsiseol.or.kr/index_sport.html","수영장","운영","샤워실, 탈의실, 체온회복실, 매점",""
"1082","도봉","창동배드민턴장","공공체육시설","","서울특별시 도봉구 노해로 69길 132","","국제규격코트 14면 (2,060.9㎡)","도봉구시설관리공단","02-901-5300","06:00~22:00","06:00~22:00 / 첫째 주 일요일 및 명절 휴장","중간 휴장 13:00~14:00","가능","연령층에 따라 이용 요금 상이 * 정기권 있음","무료 주차 (42면)","https://www.dobongsiseol.or.kr/","배드민턴장","운영","화장실, 샤워실, 탈의실",""
"1079","도봉","창동생활체육테니스장","공공체육시설","","서울특별시 도봉구 창동 1-24","","14,246㎡","도봉구시설관리공단","02-901-5300","06:00~22:00","06:00~22:00","","가능","무료","주차 가능","https://www.dobongsiseol.or.kr/contents/culture8.html?menu1=3&menu2=1&menu3=0","테니스장","운영","-",""
"1084","도봉","창동중학교","학교체육시설","01338","서울특별시 도봉구 방학로 32","","체육장 : 4,833㎡","창동중학교","02-2289-6607","06:00~08:00, 20:00~22:00","토요일 : 13:00~22:00, 일요일 : 06:00~12:00","코로나19 확산 방지를 위한 미개방 (2021.12.03 기준)","가능","체육관(강당) : 15,000~60,000 원 운동장 : 20,000~100,000원 * 대관 목적에 따라 사용료 상이","주차 불가","https://changdong.sen.ms.kr/","중학교","휴관","",""
"1629","은평","창릉천 다목적구장","공공체육시설","03301","서울특별시 은평구 진관3로 77","서울특별시 은평구 진관동 25-3","","생활체육과 체육시설운영팀","02-351-6554","09:00? 19:00（최대2시간)","-","-","가능","","전화문","https://www.ep.go.kr/www/selectUserFacilityView.do?key=458&fcltyKey=10","생활체육관","운영","",""
"1086","도봉","창일중학교","학교체육시설","","서울특별시 도봉구 창동 노해로66길 60","","체육장 9,967㎡","창일중학교","02-994-5934","09:00~18:00","09:00~18:00","단, 수업 시간이 있는 경우 제외","가능","체육관 : 15,000~60,000원 운동장 : 15,000~100,000원","주차 불가","http://changil.sen.ms.kr/index.do","중학교","운영","샤워실, 탈의실, 창고",""
"923","마포","창천교육문화관","공공체육시설","","서울특별시 마포구 백범로 1길 56","","지하 3층, 지상 2층","한국스포터","02-714-9633","06:00~23:00","토요일 06:00~18:00, 공휴일 09:00~17:00","일요일 및 설날, 추석 휴관","불가능","운영 프로그램에 따라 이용 요금 상이","창천 공영주차장 이용 이용 회원에 한해 2시간 30분 무료","http://www.korspo.co.kr/changcheon.php ","생활체육관","운영","샤워실, 탈의실, 매점",""
"1481","마포","창천교육문화관 수영장","공공체육시설","04102","서울특별시 마포구 백범로 1길 56","","성인풀(25m) 5레인, 유아풀","한국스포터","02-714-9633","06:00~23:00","토요일 06:00~18:00, 공휴일 09:00~17:00","일요일 및 설날, 추석 휴관","불가능","운영 프로그램에 따라 이용 요금 상이","창천 공영주차장 이용 이용 회원에 한해 2시간 30분 무료","http://www.korspo.co.kr/changcheon.php ","수영장","운영","샤워실, 탈의실, 매점",""
"924","마포","창천초등학교","학교체육시설","","서울특별시 마포구 백범로 1길 56","","운동장","창천초등학교","02-715-4667","미개방","미개방","","불가능","-","-","https://changchon.sen.es.kr/","초등학교","미운영","-",""
"955","송파","천마공원 축구장","공공체육시설","05746","서울특별시 송파구 성내천로29길 32","","인조잔디 축구장 1면 (60m×92m)","송파구시설관리공단","02-403-2395","08:00~22:00","08:00~22:00 / 설명절 및 추석연휴 휴관","","가능","(1시간 단위) 평일:  27,500원, 야간: 35,750원","주차장 없음","http://www.songpagongdan.or.kr/sports/sports04.asp","축구장","운영","관람석, 우레탄 조깅로, 그늘막, 음수대",""
"1062","노원","청계초등학교","학교체육시설","","서울특별시 노원구 공릉로 431","","6,659㎡","청계초등학교","02-949-2824","06:00~07:30, 17:00~일몰시까지","토요일 06:00~07:30, 13:00~일몰시까지","일요일 및 공휴일 06:00~일몰시까지","가능","체육관 : 15,000~60,000 원 운동장 : 15,000~100,000원","주차 불가","http://scg.sen.es.kr/index.do","초등학교","운영","샤워실, 탈의실, 창고",""
"1486","중구","청구교육문화관","공공체육시설","04589","서울특별시 중구 다산로 170","","","한국스포터","02-2231-9362","06:00~23:00","토요일 06:00~18:00, 공휴일 09:00~17:00","일요일 및 설날, 추석 휴관","불가능","운영 프로그램에 따라 이용 요금 상이","주차 가능","http://www.korspo.co.kr/cheonggu.php ","생활체육관","운영","샤워실, 탈의실, 락커룸, 개인사물함",""
"1487","중구","청구교육문화관 수영장","공공체육시설","04589","서울특별시 중구 다산로 170","","성인풀(25m) 5레인, 유아풀","한국스패터","02-2231-9362","06:00~23:00","토요일 06:00~18:00, 공휴일 09:00~17:00","일요일 및 설날, 추석 휴관","불가능","운영 프로그램에 따라 이용 요금 상이","주차 공간이 협소하므로 대중교통 이용","http://www.korspo.co.kr/cheonggu.php ","수영장","운영","샤워실, 탈의실, 락커룸, 개인사물함",""
"1170","중구","청구초등학교","학교체육시설","04589","서울특별시 중구 다산로 170","","체육관 : 670㎡, 운동장 : 4,399㎡","청구초등학교","02-2252-1866","16:00~18:00 ","토요일 14:00~18:00, 일요일 및 공휴일 09:00~18:00","평일, 주말 및 공휴일 모두 하절기에는 20:00까지 연장 운영","가능","체육관(강당) : 15,000~60,000 원 운동장 : 20,000~100,000원  * 대관 목적에 따라 사용료 상이","주차 불가","http://cheonggu.sen.es.kr/index.do","초등학교","휴관","벤치",""
"788","강남","청담문화센터","공공체육시설","","서울특별시 강남구 압구정로 79길 26","","지상 7층","강남구도시관리공단","02-2176-0640","09:00~18:00 ","토요일 09:00~18:00 / 일요일 및 공휴일 휴관","","가능","운영 프로그램에 따라 이용 요금 상이","주차 가능","https://life.gangnam.go.kr/fmcs/112","기타","운영","샤워실, 탈의실",""
"741","관악","청룡산체육관","공공체육시설","","서울특별시 관악구 관악로 5길 91-41 ","청룡산체육관","배드민턴 코트 4면 / 지상 1층 (연면적 684㎡)","관악구시설관리공단","02-2081-2695","06:00~22:00","06:00~22:00 / 신정, 설날, 추석 연휴 휴관","","가능","운영 프로그램별 이용 요금 상이","주차 불가 * 청룡산체육관 도보 15분 거리에 있는 관악구청 주차장에 주말 3시간 무료 주차 가능 ","https://booking.gwanakgongdan.or.kr/booking/1564","배드민턴장","운영","샤워실, 탈의실, 휴게실",""
"1211","종로","청운초등학교","학교체육시설","03032","서울특별시 종로구 자하문로 105","","체육장 2,400㎡, 체육관","청운초등학교","02-737-0218","07:00~08:00, 17:00~일몰 시까지","토요일 07:00~08:00, 14:00~일몰 시까지","일요일 및 공휴일 07:00~일몰 시까지","가능","(1시간 기준) 체육관 : 15,000~60,000원 운동장 : 15,000~100,000원","주차 불가","http://chungwoon.sen.es.kr/index.do","초등학교","휴관","샤워실, 탈의실, 창고",""
"1390","용산","청파1동 헬스장","공공체육시설","04300","서울특별시 용산구 청파로93길 27 ","구 청파1동주민센터 2층","헬스장 면적 373.11㎡","용산구시설관리공단","02-704-7756","06:00~22:00","토요일 06:00~18:00 / 일요일 및 공휴일 휴관","","불가능","연령 및 이용 기간에 따라 이용 요금 상이","주차 가능 (지하 1~2층)","https://www.yong-san.or.kr/site/main/content/gyms_06 ","기타","운영","샤워실, 탈의실, 대강당, 도서관",""
"1087","도봉","초당초등학교","학교체육시설","01364","서울특별시 도봉구 해등로32길 11","","체육장 2,600㎡, 채육관","초당초등학교","02-956-1561","운동장 06:00~21:00, 체육관 06:00~22:00","운동장 06:00~21:00, 체육관 06:00~22:00","학교 수업 시간 제외","가능","(1시간 기준) 체육관 : 15,000~60,000원 운동장 : 15,000~100,000원","주차 불가","https://chodang.sen.es.kr/","초등학교","운영","샤워실, 탈의실, 창고",""
"1090","도봉","초안산 실내배드민턴장","공공체육시설","","서울특별시 도봉구 덕릉로 63길 76-10","","배드민턴 코트 6면 (969.10㎡)","도봉구시설관리공단","02-901-5125","06:00~22:00","명절 연휴 및 근로자의 날 / 매월 마지막 주 화요일 휴장","평일 청소 시간 13:00~14:00","가능","평일 일일 : 성인 2,300원 / 청소년 1,700원 / 어린이 1,200원 주말 일일 : 성인 2,800원 / 청소년 2,200원 / 어린이 1,500원 월 정기권 : 45,000원 월 강습료 : 주 3회 137,500원 / 주 2회 100,000원 ","주차 가능 (11면)","https://www.dobongsiseol.or.kr/contents/culture5.html?menu1=3&menu2=1&menu3=2","배드민턴장","운영","샤워실, 탈의실","21.11.01(월) 기준, 시설 운영 대상  * 백신 2차 접종 완료 후 2주 경과 * PCR 검사 음성확인서 48시간 이내"
"1088","도봉","초안산 창골운동장 축구장","공공체육시설","","서울특별시 도봉구 해등로3길 48-11","","인조잔디 축구장(100m×64m) 1면","도봉구시설관리공단","02-901-5127","하절기 07:00~19:00, 동절기 09:00~18:00","하절기 07:00~19:00, 동절기 09:00~18:00","일조 시간대에 따라 탄력적 운영","불가능","평일 : 55,000원 주말 및 공휴일 : 71,500원  행사 대관 시, 별도 요금 적용","주차 가능 (68면) 5분당 150원","https://www.dobongsiseol.or.kr/contents/culture5_11.html?menu1=3&menu2=1&menu3=3","축구장","휴관","매점",""
"1089","도봉","초안산 창골운동장 풋살구장","공공체육시설","","서울특별시 도봉구 해등로3길 48-11","","인조잔디 풋살구장(40m×20m) 1면","도봉구시설관리공단","02-901-5127","하절기 07:00~19:00, 동절기 09:00~18:00","하절기 07:00~19:00, 동절기 09:00~18:00","일조시간대에 따라 탄력적 운영","불가능","무료","주차 가능 (68면) 5분당 150원","https://www.dobongsiseol.or.kr/contents/culture5_11.html?menu1=3&menu2=1&menu3=3","풋살장","휴관","매점",""
"1063","노원","초안산근린공원 축구장","공공체육시설","","서울특별시 노원구 마들로 5가길 113","","664,905㎡","노원구서비스공단","02-2289-6855","06:00~22:00","06:00~22:00 ","","가능","(2시간 기준) 평일 : 주간 55,000원 / 야간 71,500원 주말 및 공휴일 : 주간 : 71,500원 / 야간 71,500원","주차 가능 (64면)","https://www.nowon.kr/www/info/info4/info4_01/info4_01_20.jsp","축구장","운영","조깅 트랙, 관람석, 조명탑",""
"1064","노원","초안산스포츠타운 테니스장","공공체육시설","","서울특별시 노원구 마들로 5가길 113","","배드민턴 코트 4면 (인조 잔디) / 2,340㎡","노원구서비스공단","02-2289-6854","06:00-22:00","기상 상황에 따라 변동 가능성 있음","06:00-22:00","가능","(1시간 기준)  평일 : 주간 4,000원 / 야간 5,200원 주말 및 공휴일 : 주간 5,200원 / 야간 5,200원","주차 무료 초안산 체육공원 주차장 이용","https://www.nowon.kr/www/info/info4/info4_01/info4_01_20.jsp","테니스장","운영","편의시설 없음",""
"1065","노원","초안산스포츠타운 풋살장","공공체육시설","","서울특별시 노원구 마들로 5가길 113","","20m×36m (720㎡) / 인조잔디 ","노원구서비스공단","02-2289-6855","06:00~22:00","06:00~22:00","조명시설이 설치되어 있지 않으므로 일조시간에 따라 탄력적으로 운영됨","가능","평일 : 주간 25,000원 / 야간 32,500원 주말 및 공휴일 : 주간 32,500원 / 야간 32,500원 * 조명탑 사용료 : 시간당 6,000원 별도","주차 무료 초안산 체육공원 주차장 이용","https://www.nowon.kr/www/info/info4/info4_01/info4_01_20.jsp","풋살장","운영","안전매트 ",""
"1597","중구","충무스포츠센터","공공체육시설","04569","서울특별시 중구 퇴계로 387","","면적 : 지하2층, 지상6층(10,731,86㎡)","중구시설관리공단","02-2280-8400~3","06:00~22:00","토:06:00~20:00 / 일:09:30~18:00","매월 둘째주 넷째주 일요일, 명절(신정?구정?추석) 연휴, (대체)공휴일, 근로자의 날 정기휴무","가능","https://www.e-junggu.or.kr/fmcs/56 참고","https://www.e-junggu.or.kr/fmcs/40 참고","https://www.e-junggu.or.kr/fmcs/40","생활체육관","운영","샤워실, 탈의실, 락커룸, 휴게실, 놀이방, 커피숍, 레스토랑, 관람석",""
"717","강서","치현초등학교","학교체육시설","","서울특별시 강서구 방화대로47길 43","","체육장 8,389㎡, 강당","치현초등학교","02-2661-6272","06:00~07:00, 16:30~일몰 시까지","토요일 06:00~07:00, 14:00~일몰 시까지","일요일 및 공휴일 06:00~일몰 시까지 ","가능","(1시간 기준) 체육관 : 20,000~50,000원 운동장 : 15,000~50,000","주차 불가","http://chihyeon.sen.es.kr/index.do","초등학교","운영","샤워실, 탈의실",""
"1698","강남","탄천 파크골프장","공공체육시설","06378","서울특별시 강남구 밤고개로27길 9-13","세곡동 2-5 일대","24,552㎡ / 27홀","강남구 도시관리공단","02-2176-0887 ","화 ~ 일(9시 ~ 18시) ","월요일, 법정공휴일 휴관","","가능","","","","골프연습장","운영","",""
"789","강남","탄천물재생센터","공공체육시설","","서울특별시 강남구 개포로 625","","85개동 (39,427㎡)","서울물재생시설공단","02-3410-9735","06:00~22:00","06:00~22:00","테니스장의 경우 평일 12:00-13:00만 사용 가능 ","불가능","사용 시 예약 필수","주차 가능","-","기타","운영","화장실",""
"1668","송파","탄천유수지체육시설","공공체육시설","05698","서울특별시 송파구 삼학사로2길 49","","인조잔디 축구장 1면, 족구장 2면, 게이트볼장 2면, 배드민턴장 4면, 야구장 1면, 풋살장 1면, 다목적구장 1면","송파구체육회","02-448-7330","08:00~20:00","08:00~20:00","-","가능","홈페이지 참조","전화문의","https://www.songpa.go.kr/culture/contents.do?key=5401&","구기체육관","운영","",""
"1066","노원","태릉선수촌 국제스케이트장","공공체육시설","","서울특별시 노원구 화랑로 727","","지하 1층, 지상 3층 (27,067㎡)","대한체육회","02-970-0501","10:00~18:00","10:00~18:00","","불가능","성인 : 4,000원, 청소년 : 3,500원, 어린이 : 3,000원 * 장비 대여료 별도 / 월 정기권 있음","주차 가능","https://icerink.sports.or.kr/user/main/mainPage/main/main.do","빙상장","휴관","스케이트용품점, 커피전문점, 개인보관함",""
"1067","노원","태릉선수촌 실내빙상장","공공체육시설","","서울특별시 노원구 화랑로 681","","지하 1층, 지상 4층 (5,477.5㎡)","대한체육회","02-970-0501","10:00~18:00","10:00~18:00","","불가능","성인 : 4,000원, 청소년 : 3,500원, 어린이 : 3,000원 * 대여료 별도 / 월 정기권 있음","주차 가능","https://icerink.sports.or.kr/user/userRent/icerink/icerink01/list.do","빙상장","운영","스케이트용품점, 커피전문점, 개인보관함",""
"790","강남","태화기독교사회복지관","공공체육시설","","서울특별시 강남구 광평로 185","","지하 2층, 지상 6층","태화복지재단","02-2040-1600","07:00~21:00","토요일 08:00~14:30 / 일요일 공휴일 휴관","","불가능","운영 프로그램에 따라 이용 요금 상이","주차 무료 (92면)","https://www.taiwha.or.kr/ ","골프연습장","운영","샤워실, 탈의실, 개인사물함, 커피숍","11/1(월) 기준, 접종증명 또는 음성확인제 실시"
"791","강남","태화기독교사회복지관","공공체육시설","","서울특별시 강남구 광평로 185 ","(수영장)","성인풀 6레인, 어린이풀 5레인","태화복지재단","02-2040-1600","07:00~21:00 ","토요일 08:00~14:30 / 일요일 공휴일 휴관","","불가능","운영 프로그램에 따라 이용 요금 상이","주차 무료 (92면)","https://www.taiwha.or.kr/ ","수영장","운영","샤워실, 탈의실, 개인사물함, 커피숍",""
